Unnamed: 0,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club_Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release_Clause
100,179844,Diego Costa,29,https://cdn.sofifa.org/players/4/19/179844.png,Spain,https://cdn.sofifa.org/flags/45.png,85,85,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,€38.5M,€100K,2003,Right,4.0,4.0,2.0,High/ Medium,Normal,Yes,LS,19.0,"Jan 1, 2018",,2021,6'2,190lbs,85,85,85,79,82,82,82,79,78,78,78,78,72,72,72,78,64,64,64,64,64,62,64,64,64,62,65.0,87.0,82.0,65.0,81.0,77.0,62.0,59.0,52.0,83.0,74.0,76.0,58.0,85.0,53.0,83.0,64.0,76.0,92.0,74.0,93.0,40.0,87.0,74.0,75.0,83.0,58.0,39.0,34.0,11.0,13.0,12.0,8.0,11.0,€78.9M
101,178518,R. Nainggolan,30,https://cdn.sofifa.org/players/4/19/178518.png,Belgium,https://cdn.sofifa.org/flags/7.png,85,85,Inter,https://cdn.sofifa.org/teams/2/light/44.png,€35.5M,€105K,2278,Right,3.0,3.0,3.0,High/ High,Stocky,Yes,CAM,14.0,"Jul 1, 2018",,2022,5'9,170lbs,81,81,81,83,84,84,84,83,84,84,84,83,86,86,86,83,86,87,87,87,86,86,84,84,84,86,73.0,75.0,59.0,84.0,75.0,80.0,73.0,68.0,81.0,85.0,78.0,73.0,76.0,87.0,82.0,84.0,76.0,93.0,77.0,86.0,88.0,86.0,86.0,76.0,63.0,84.0,83.0,86.0,90.0,11.0,11.0,14.0,8.0,11.0,€60.4M
102,171919,Naldo,35,https://cdn.sofifa.org/players/4/19/171919.png,Brazil,https://cdn.sofifa.org/flags/54.png,85,85,FC Schalke 04,https://cdn.sofifa.org/teams/2/light/34.png,€9M,€38K,1959,Right,3.0,4.0,2.0,Medium/ Medium,Lean,No,CB,29.0,"Jul 1, 2016",,2020,6'6,201lbs,73,73,73,65,69,69,69,65,68,68,68,66,73,73,73,66,75,80,80,80,75,78,85,85,85,78,45.0,57.0,94.0,76.0,60.0,60.0,52.0,76.0,70.0,68.0,60.0,65.0,46.0,85.0,36.0,92.0,45.0,61.0,83.0,82.0,72.0,83.0,53.0,59.0,60.0,84.0,86.0,88.0,85.0,14.0,10.0,14.0,8.0,14.0,€15.3M
103,170890,B. Matuidi,31,https://cdn.sofifa.org/players/4/19/170890.png,France,https://cdn.sofifa.org/flags/18.png,85,85,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€26M,€145K,2196,Left,3.0,2.0,2.0,High/ High,Lean,Yes,LM,14.0,"Aug 18, 2017",,2020,5'11,165lbs,77,77,77,79,79,79,79,79,80,80,80,81,82,82,82,81,86,86,86,86,86,85,84,84,84,85,75.0,64.0,68.0,83.0,72.0,78.0,65.0,52.0,77.0,79.0,79.0,77.0,83.0,84.0,79.0,78.0,84.0,94.0,76.0,70.0,86.0,86.0,72.0,76.0,56.0,82.0,85.0,84.0,86.0,8.0,11.0,5.0,10.0,14.0,€42.9M
104,168609,Miranda,33,https://cdn.sofifa.org/players/4/19/168609.png,Brazil,https://cdn.sofifa.org/flags/54.png,85,85,Inter,https://cdn.sofifa.org/teams/2/light/44.png,€15.5M,€96K,1879,Right,3.0,3.0,2.0,Medium/ High,Lean,Yes,CB,23.0,"Jul 1, 2017",,2020,6'1,172lbs,65,65,65,64,65,65,65,64,65,65,65,66,70,70,70,66,77,81,81,81,77,79,86,86,86,79,48.0,43.0,80.0,70.0,51.0,67.0,32.0,39.0,69.0,73.0,66.0,69.0,61.0,81.0,57.0,70.0,82.0,65.0,79.0,41.0,83.0,85.0,43.0,58.0,49.0,81.0,90.0,90.0,85.0,12.0,6.0,10.0,13.0,12.0,€26.4M
105,165153,K. Benzema,30,https://cdn.sofifa.org/players/4/19/165153.png,France,https://cdn.sofifa.org/flags/18.png,85,85,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,€37M,€240K,2000,Right,4.0,4.0,4.0,Medium/ Low,Normal,Yes,ST,9.0,"Jul 9, 2009",,2021,6'1,179lbs,84,84,84,84,85,85,85,84,84,84,84,83,76,76,76,83,60,59,59,59,60,56,52,52,52,56,75.0,81.0,80.0,83.0,82.0,83.0,79.0,73.0,62.0,86.0,76.0,76.0,76.0,83.0,66.0,81.0,73.0,75.0,80.0,75.0,65.0,22.0,86.0,85.0,82.0,79.0,47.0,15.0,12.0,13.0,11.0,5.0,5.0,7.0,€75.9M
106,164169,Filipe Luís,32,https://cdn.sofifa.org/players/4/19/164169.png,Brazil,https://cdn.sofifa.org/flags/54.png,85,85,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,€21.5M,€81K,2145,Left,3.0,3.0,3.0,High/ Medium,Lean,Yes,LB,3.0,"Jul 28, 2015",,2019,6'0,163lbs,75,75,75,78,77,77,77,78,78,78,78,80,81,81,81,80,86,84,84,84,86,85,83,83,83,85,86.0,59.0,72.0,80.0,56.0,77.0,74.0,75.0,77.0,83.0,76.0,75.0,75.0,85.0,62.0,71.0,71.0,89.0,74.0,60.0,81.0,84.0,71.0,70.0,65.0,88.0,78.0,84.0,86.0,11.0,15.0,9.0,9.0,5.0,€44.1M
107,139720,V. Kompany,32,https://cdn.sofifa.org/players/4/19/139720.png,Belgium,https://cdn.sofifa.org/flags/7.png,85,85,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,€22M,€170K,1898,Right,4.0,3.0,2.0,Medium/ High,Normal,Yes,CB,4.0,"Aug 22, 2008",,2019,6'3,187lbs,66,66,66,63,64,64,64,63,65,65,65,65,70,70,70,65,76,80,80,80,76,78,86,86,86,78,61.0,45.0,84.0,73.0,46.0,63.0,61.0,52.0,66.0,70.0,52.0,59.0,57.0,87.0,41.0,75.0,72.0,66.0,87.0,55.0,87.0,82.0,41.0,59.0,63.0,81.0,87.0,85.0,84.0,10.0,9.0,5.0,8.0,6.0,€40.7M
108,120533,Pepe,35,https://cdn.sofifa.org/players/4/19/120533.png,Portugal,https://cdn.sofifa.org/flags/38.png,85,85,Beşiktaş JK,https://cdn.sofifa.org/teams/2/light/327.png,€9M,€57K,1832,Right,4.0,3.0,2.0,Medium/ High,Lean,Yes,RCB,3.0,"Jul 4, 2017",,2019,6'2,179lbs,63,63,63,61,62,62,62,61,62,62,62,61,66,66,66,61,74,78,78,78,74,77,85,85,85,77,46.0,46.0,80.0,70.0,23.0,58.0,44.0,47.0,61.0,62.0,65.0,70.0,63.0,83.0,49.0,63.0,76.0,60.0,86.0,56.0,94.0,85.0,40.0,48.0,57.0,79.0,86.0,85.0,82.0,8.0,15.0,5.0,9.0,10.0,€17.1M
109,41236,Z. Ibrahimović,36,https://cdn.sofifa.org/players/4/19/41236.png,Sweden,https://cdn.sofifa.org/flags/46.png,85,85,LA Galaxy,https://cdn.sofifa.org/teams/2/light/697.png,€14M,€15K,2012,Right,5.0,4.0,5.0,Medium/ Low,Normal,Yes,RS,9.0,"Mar 23, 2018",,2022,6'5,209lbs,86,86,86,81,84,84,84,81,83,83,83,80,77,77,77,80,59,61,61,61,59,55,56,56,56,55,73.0,86.0,83.0,79.0,86.0,79.0,82.0,82.0,73.0,84.0,58.0,59.0,75.0,82.0,39.0,90.0,68.0,61.0,86.0,82.0,84.0,20.0,85.0,79.0,89.0,90.0,28.0,37.0,24.0,13.0,15.0,10.0,9.0,12.0,€21M
110,220793,D. Sánchez,22,https://cdn.sofifa.org/players/4/19/220793.png,Colombia,https://cdn.sofifa.org/flags/56.png,84,88,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,€34M,€105K,1809,Right,2.0,3.0,2.0,Medium/ High,Normal,Yes,RCB,23.0,"Aug 26, 2017",,2024,6'2,174lbs,63,63,63,61,62,62,62,61,63,63,63,64,68,68,68,64,76,80,80,80,76,78,84,84,84,78,36.0,40.0,80.0,77.0,28.0,63.0,30.0,27.0,67.0,73.0,72.0,79.0,60.0,80.0,55.0,66.0,73.0,76.0,83.0,44.0,87.0,82.0,34.0,49.0,44.0,75.0,84.0,85.0,88.0,9.0,7.0,10.0,6.0,15.0,€65.5M
111,216460,J. Giménez,23,https://cdn.sofifa.org/players/4/19/216460.png,Uruguay,https://cdn.sofifa.org/flags/60.png,84,88,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,€34M,€63K,1758,Right,2.0,3.0,2.0,Medium/ High,Normal,Yes,RCB,24.0,"Jul 1, 2013",,2023,6'1,176lbs,58,58,58,53,53,53,53,53,52,52,52,55,58,58,58,55,73,75,75,75,73,76,85,85,85,76,47.0,37.0,81.0,68.0,30.0,47.0,36.0,44.0,58.0,56.0,69.0,70.0,56.0,76.0,43.0,72.0,92.0,67.0,85.0,48.0,89.0,85.0,24.0,27.0,38.0,73.0,88.0,86.0,87.0,9.0,11.0,7.0,10.0,15.0,€72.3M
112,212462,Alex Telles,25,https://cdn.sofifa.org/players/4/19/212462.png,Brazil,https://cdn.sofifa.org/flags/54.png,84,87,FC Porto,https://cdn.sofifa.org/teams/2/light/236.png,€32M,€22K,2259,Left,3.0,2.0,3.0,High/ Medium,Lean,Yes,LB,13.0,"Jul 13, 2016",,2021,5'11,157lbs,79,79,79,82,81,81,81,82,82,82,82,84,84,84,84,84,86,84,84,84,86,85,81,81,81,85,89.0,65.0,74.0,83.0,67.0,82.0,87.0,79.0,86.0,82.0,84.0,85.0,73.0,83.0,70.0,80.0,81.0,92.0,68.0,75.0,78.0,80.0,76.0,74.0,68.0,80.0,80.0,81.0,79.0,13.0,8.0,12.0,11.0,14.0,€66.4M
113,212218,A. Laporte,24,https://cdn.sofifa.org/players/4/19/212218.png,France,https://cdn.sofifa.org/flags/18.png,84,88,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,€34M,€135K,1912,Left,2.0,3.0,2.0,Medium/ Medium,Normal,Yes,LCB,14.0,"Jan 30, 2018",,2023,6'2,187lbs,66,66,66,63,65,65,65,63,65,65,65,66,72,72,72,66,77,81,81,81,77,79,84,84,84,79,58.0,45.0,85.0,76.0,40.0,59.0,61.0,69.0,78.0,73.0,62.0,66.0,45.0,83.0,55.0,68.0,75.0,67.0,82.0,47.0,75.0,85.0,54.0,57.0,44.0,77.0,85.0,86.0,87.0,10.0,11.0,5.0,14.0,5.0,€65.5M
114,212198,Bruno Fernandes,23,https://cdn.sofifa.org/players/4/19/212198.png,Portugal,https://cdn.sofifa.org/flags/38.png,84,88,Sporting CP,https://cdn.sofifa.org/teams/2/light/237.png,€40.5M,€22K,2223,Right,2.0,3.0,4.0,High/ Medium,Lean,No,LCM,8.0,"Jul 1, 2017",,2023,5'10,152lbs,79,79,79,83,83,83,83,83,84,84,84,84,84,84,84,84,77,77,77,77,77,75,69,69,69,75,84.0,73.0,58.0,85.0,84.0,83.0,85.0,81.0,82.0,85.0,79.0,76.0,77.0,84.0,78.0,87.0,72.0,89.0,67.0,88.0,65.0,70.0,79.0,86.0,81.0,83.0,63.0,66.0,53.0,12.0,14.0,15.0,8.0,14.0,€84M
115,212190,N. Süle,22,https://cdn.sofifa.org/players/4/19/212190.png,Germany,https://cdn.sofifa.org/flags/21.png,84,90,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,€36.5M,€84K,1648,Right,2.0,3.0,2.0,Medium/ Medium,Stocky,No,CB,15.0,"Jul 1, 2017",,2022,6'5,214lbs,58,58,58,51,54,54,54,51,54,54,54,54,62,62,62,54,71,77,77,77,71,75,83,83,83,75,30.0,20.0,86.0,78.0,31.0,42.0,28.0,30.0,63.0,63.0,52.0,84.0,33.0,79.0,33.0,77.0,38.0,65.0,94.0,62.0,82.0,82.0,26.0,30.0,32.0,72.0,82.0,85.0,83.0,15.0,7.0,14.0,7.0,15.0,€67.5M
116,211300,A. Martial,22,https://cdn.sofifa.org/players/4/19/211300.png,France,https://cdn.sofifa.org/flags/18.png,84,90,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,€42.5M,€165K,2064,Right,3.0,3.0,4.0,Medium/ Medium,Normal,Yes,LW,11.0,"Sep 1, 2015",,2019,6'0,168lbs,84,84,84,85,85,85,85,85,83,83,83,84,76,76,76,84,67,63,63,63,67,64,57,57,57,64,76.0,84.0,69.0,77.0,74.0,87.0,84.0,54.0,60.0,86.0,88.0,89.0,85.0,81.0,81.0,84.0,74.0,75.0,75.0,80.0,58.0,42.0,83.0,73.0,81.0,79.0,38.0,39.0,36.0,9.0,8.0,8.0,15.0,11.0,€87.1M
117,211117,D. Alli,22,https://cdn.sofifa.org/players/4/19/211117.png,England,https://cdn.sofifa.org/flags/14.png,84,90,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,€42.5M,€115K,2189,Right,3.0,3.0,4.0,High/ High,Lean,Yes,LCM,20.0,"Feb 2, 2015",,2024,6'2,176lbs,84,84,84,84,85,85,85,84,86,86,86,84,86,86,86,84,79,81,81,81,79,78,76,76,76,78,69.0,83.0,77.0,85.0,79.0,83.0,75.0,68.0,80.0,85.0,73.0,76.0,76.0,85.0,62.0,78.0,67.0,90.0,71.0,80.0,84.0,74.0,86.0,85.0,74.0,86.0,70.0,70.0,63.0,7.0,6.0,9.0,11.0,8.0,€87.1M
118,209499,Fabinho,24,https://cdn.sofifa.org/players/4/19/209499.png,Brazil,https://cdn.sofifa.org/flags/54.png,84,88,Liverpool,https://cdn.sofifa.org/teams/2/light/9.png,€34M,€120K,2164,Right,3.0,2.0,3.0,Medium/ Medium,Lean,No,CDM,3.0,"Jul 1, 2018",,2023,6'2,172lbs,76,76,76,78,78,78,78,78,79,79,79,80,82,82,82,80,85,86,86,86,85,85,85,85,85,85,79.0,66.0,75.0,83.0,47.0,76.0,71.0,53.0,78.0,82.0,69.0,72.0,69.0,83.0,67.0,78.0,75.0,92.0,79.0,65.0,85.0,84.0,70.0,75.0,91.0,84.0,83.0,86.0,84.0,13.0,12.0,6.0,8.0,8.0,€67.2M
119,207865,Marquinhos,24,https://cdn.sofifa.org/players/4/19/207865.png,Brazil,https://cdn.sofifa.org/flags/54.png,84,89,Paris Saint-Germain,https://cdn.sofifa.org/teams/2/light/73.png,€35.5M,€90K,1879,Right,3.0,3.0,2.0,Medium/ Medium,Lean,Yes,LDM,5.0,"Jul 19, 2013",,2022,6'0,165lbs,62,62,62,66,64,64,64,66,66,66,66,70,72,72,72,70,82,83,83,83,82,83,85,85,85,83,72.0,33.0,80.0,81.0,31.0,59.0,49.0,32.0,78.0,76.0,73.0,76.0,69.0,81.0,68.0,53.0,86.0,75.0,74.0,35.0,80.0,84.0,46.0,51.0,31.0,79.0,85.0,87.0,87.0,6.0,6.0,12.0,10.0,13.0,€68.3M
120,207566,William Carvalho,26,https://cdn.sofifa.org/players/4/19/207566.png,Portugal,https://cdn.sofifa.org/flags/38.png,84,86,Real Betis,https://cdn.sofifa.org/teams/2/light/449.png,€31.5M,€38K,1985,Right,3.0,4.0,3.0,Medium/ Medium,Normal,Yes,CDM,14.0,"Jul 13, 2018",,2023,6'2,183lbs,69,69,69,72,72,72,72,72,76,76,76,75,82,82,82,75,78,85,85,85,78,78,82,82,82,78,68.0,52.0,73.0,84.0,50.0,80.0,79.0,50.0,86.0,79.0,49.0,53.0,51.0,75.0,51.0,59.0,69.0,84.0,90.0,55.0,75.0,84.0,64.0,83.0,60.0,89.0,84.0,85.0,68.0,6.0,6.0,5.0,14.0,14.0,€68.5M
121,205498,Jorginho,26,https://cdn.sofifa.org/players/4/19/205498.png,Italy,https://cdn.sofifa.org/flags/27.png,84,87,Chelsea,https://cdn.sofifa.org/teams/2/light/5.png,€38M,€155K,2136,Right,2.0,3.0,3.0,Medium/ Medium,Lean,No,CM,8.0,"Jul 16, 2018",,2023,5'11,148lbs,72,72,72,79,78,78,78,79,82,82,82,81,84,84,84,81,79,81,81,81,79,77,74,74,74,77,75.0,57.0,56.0,89.0,71.0,82.0,75.0,76.0,87.0,85.0,75.0,69.0,80.0,83.0,73.0,71.0,58.0,79.0,66.0,62.0,79.0,78.0,72.0,87.0,84.0,79.0,63.0,78.0,70.0,14.0,7.0,13.0,14.0,8.0,€73.2M
122,204970,F. Thauvin,25,https://cdn.sofifa.org/players/4/19/204970.png,France,https://cdn.sofifa.org/flags/18.png,84,87,Olympique de Marseille,https://cdn.sofifa.org/teams/2/light/219.png,€39M,€72K,2091,Left,2.0,3.0,4.0,High/ Medium,Normal,Yes,RM,20.0,"Jul 1, 2017",,2021,5'10,154lbs,83,83,83,85,85,85,85,85,84,84,84,85,79,79,79,85,67,64,64,64,67,63,55,55,55,63,83.0,81.0,75.0,83.0,74.0,85.0,86.0,72.0,76.0,86.0,87.0,80.0,86.0,83.0,71.0,83.0,76.0,83.0,66.0,82.0,56.0,42.0,83.0,80.0,74.0,82.0,46.0,29.0,31.0,8.0,11.0,14.0,10.0,9.0,€77M
123,204963,Carvajal,26,https://cdn.sofifa.org/players/4/19/204963.png,Spain,https://cdn.sofifa.org/flags/45.png,84,87,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,€31.5M,€185K,2040,Right,3.0,3.0,3.0,High/ High,Stocky,Yes,RB,2.0,"Jul 5, 2013",,2022,5'8,161lbs,68,68,68,74,71,71,71,74,73,73,73,77,76,76,76,77,85,83,83,83,85,85,83,83,83,85,83.0,41.0,70.0,81.0,34.0,76.0,72.0,47.0,71.0,83.0,79.0,84.0,81.0,82.0,79.0,64.0,76.0,84.0,74.0,36.0,81.0,83.0,61.0,57.0,45.0,77.0,83.0,83.0,85.0,13.0,13.0,15.0,9.0,15.0,€66.9M
124,202556,M. Depay,24,https://cdn.sofifa.org/players/4/19/202556.png,Netherlands,https://cdn.sofifa.org/flags/34.png,84,89,Olympique Lyonnais,https://cdn.sofifa.org/teams/2/light/66.png,€42M,€93K,2083,Right,3.0,3.0,5.0,High/ Low,Stocky,Yes,ST,10.0,"Jan 20, 2017",,2021,5'9,172lbs,83,83,83,85,85,85,85,85,85,85,85,85,78,78,78,85,63,61,61,61,63,59,53,53,53,59,79.0,79.0,65.0,80.0,74.0,85.0,85.0,88.0,74.0,85.0,87.0,87.0,82.0,79.0,79.0,87.0,74.0,79.0,80.0,81.0,76.0,28.0,83.0,82.0,75.0,79.0,29.0,31.0,20.0,8.0,14.0,6.0,12.0,10.0,€83M
125,200104,H. Son,25,https://cdn.sofifa.org/players/4/19/200104.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,84,85,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,€37M,€125K,2079,Right,3.0,5.0,4.0,High/ High,Lean,Yes,LM,7.0,"Aug 28, 2015",,2023,6'0,143lbs,85,85,85,87,87,87,87,87,86,86,86,85,79,79,79,85,68,64,64,64,68,64,56,56,56,64,78.0,85.0,65.0,79.0,79.0,88.0,81.0,70.0,64.0,85.0,88.0,87.0,82.0,84.0,76.0,86.0,63.0,85.0,63.0,88.0,60.0,39.0,85.0,80.0,71.0,82.0,48.0,34.0,33.0,11.0,13.0,13.0,6.0,10.0,€71.2M
126,199482,A. Lopes,27,https://cdn.sofifa.org/players/4/19/199482.png,Portugal,https://cdn.sofifa.org/flags/38.png,84,86,Olympique Lyonnais,https://cdn.sofifa.org/teams/2/light/66.png,€25M,€72K,1355,Left,2.0,2.0,1.0,Medium/ Medium,Normal,Yes,GK,1.0,"Jul 1, 2011",,2020,6'0,179lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,18.0,16.0,32.0,13.0,15.0,15.0,14.0,31.0,21.0,63.0,64.0,67.0,84.0,62.0,20.0,82.0,36.0,73.0,18.0,43.0,25.0,9.0,48.0,16.0,65.0,13.0,15.0,13.0,86.0,80.0,75.0,81.0,88.0,€49.4M
127,198176,S. de Vrij,26,https://cdn.sofifa.org/players/4/19/198176.png,Netherlands,https://cdn.sofifa.org/flags/34.png,84,86,Inter,https://cdn.sofifa.org/teams/2/light/44.png,€31.5M,€88K,1808,Right,3.0,4.0,2.0,Medium/ High,Normal,No,CB,14.0,"Jul 1, 2018",,2023,6'2,172lbs,60,60,60,61,61,61,61,61,64,64,64,63,70,70,70,63,76,80,80,80,76,79,85,85,85,79,49.0,25.0,80.0,71.0,27.0,63.0,45.0,16.0,71.0,71.0,67.0,69.0,61.0,80.0,59.0,65.0,76.0,66.0,80.0,60.0,78.0,87.0,32.0,59.0,41.0,82.0,88.0,87.0,83.0,8.0,10.0,7.0,14.0,13.0,€55.9M
128,198009,M. Perin,25,https://cdn.sofifa.org/players/4/19/198009.png,Italy,https://cdn.sofifa.org/flags/27.png,84,89,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€29.5M,€105K,1254,Right,2.0,3.0,1.0,Medium/ Medium,Lean,No,GK,22.0,"Jul 1, 2018",,2022,6'2,170lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,11.0,12.0,33.0,19.0,19.0,15.0,13.0,31.0,23.0,57.0,56.0,70.0,79.0,30.0,23.0,75.0,30.0,52.0,17.0,25.0,19.0,12.0,44.0,21.0,65.0,20.0,12.0,19.0,81.0,85.0,71.0,79.0,90.0,€50.9M
129,193082,J. Cuadrado,30,https://cdn.sofifa.org/players/4/19/193082.png,Colombia,https://cdn.sofifa.org/flags/56.png,84,84,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€29.5M,€150K,2163,Right,3.0,3.0,5.0,High/ Medium,Lean,Yes,RAM,11.0,"Feb 2, 2015",,2020,5'10,159lbs,79,79,79,85,84,84,84,85,84,84,84,84,80,80,80,84,79,75,75,75,79,78,72,72,72,78,80.0,67.0,58.0,80.0,70.0,90.0,78.0,69.0,69.0,85.0,89.0,93.0,91.0,80.0,82.0,84.0,75.0,78.0,61.0,80.0,78.0,62.0,78.0,76.0,65.0,80.0,63.0,70.0,74.0,5.0,5.0,13.0,6.0,9.0,€48.7M
130,192629,Iago Aspas,30,https://cdn.sofifa.org/players/4/19/192629.png,Spain,https://cdn.sofifa.org/flags/45.png,84,84,RC Celta,https://cdn.sofifa.org/teams/2/light/450.png,€30M,€45K,2057,Left,2.0,3.0,3.0,High/ High,Lean,Yes,ST,17.0,"Jul 1, 2015",,2022,5'9,148lbs,84,84,84,85,85,85,85,85,83,83,83,83,75,75,75,83,63,59,59,59,63,58,51,51,51,58,80.0,88.0,78.0,79.0,83.0,86.0,80.0,76.0,64.0,85.0,85.0,78.0,87.0,85.0,74.0,79.0,68.0,75.0,60.0,82.0,63.0,39.0,86.0,75.0,82.0,85.0,39.0,21.0,18.0,12.0,16.0,9.0,12.0,13.0,€63M
131,192563,B. Leno,26,https://cdn.sofifa.org/players/4/19/192563.png,Germany,https://cdn.sofifa.org/flags/21.png,84,87,Arsenal,https://cdn.sofifa.org/teams/2/light/1.png,€27M,€115K,1278,Right,3.0,4.0,1.0,Medium/ Medium,Normal,No,GK,12.0,"Jul 1, 2018",,2023,6'3,183lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9.0,13.0,45.0,10.0,16.0,9.0,8.0,40.0,22.0,46.0,52.0,52.0,80.0,44.0,23.0,73.0,43.0,68.0,14.0,28.0,22.0,7.0,54.0,23.0,66.0,27.0,15.0,18.0,84.0,82.0,75.0,85.0,82.0,€53.3M
132,191202,N. Matić,29,https://cdn.sofifa.org/players/4/19/191202.png,Serbia,https://cdn.sofifa.org/flags/51.png,84,84,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,€24M,€165K,2100,Left,3.0,3.0,3.0,Medium/ High,Lean,Yes,CDM,31.0,"Jul 31, 2017",,2020,6'4,187lbs,76,76,76,75,77,77,77,75,77,77,77,77,82,82,82,77,81,85,85,85,81,80,83,83,83,80,71.0,64.0,74.0,84.0,73.0,80.0,72.0,67.0,83.0,79.0,52.0,59.0,44.0,83.0,50.0,83.0,67.0,84.0,85.0,75.0,80.0,86.0,69.0,73.0,64.0,84.0,83.0,84.0,75.0,7.0,15.0,12.0,14.0,9.0,€44.4M
133,190941,L. Hrádecký,28,https://cdn.sofifa.org/players/4/19/190941.png,Finland,https://cdn.sofifa.org/flags/17.png,84,84,Bayer 04 Leverkusen,https://cdn.sofifa.org/teams/2/light/32.png,€22M,€74K,1132,Right,2.0,3.0,1.0,Medium/ Medium,Lean,No,GK,1.0,"Jul 1, 2018",,2023,6'4,187lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,11.0,11.0,15.0,9.0,10.0,11.0,15.0,20.0,20.0,38.0,44.0,43.0,83.0,39.0,14.0,69.0,34.0,55.0,14.0,31.0,18.0,9.0,53.0,20.0,48.0,10.0,10.0,13.0,85.0,79.0,68.0,82.0,88.0,€37.4M
134,190584,Illarramendi,28,https://cdn.sofifa.org/players/4/19/190584.png,Spain,https://cdn.sofifa.org/flags/45.png,84,84,Real Sociedad,https://cdn.sofifa.org/teams/2/light/457.png,€31M,€51K,2097,Right,2.0,3.0,4.0,Medium/ High,Normal,Yes,RDM,4.0,"Aug 26, 2015",,2023,5'10,165lbs,74,74,74,78,79,79,79,78,81,81,81,79,84,84,84,79,79,83,83,83,79,78,77,77,77,78,68.0,72.0,51.0,86.0,58.0,78.0,76.0,68.0,82.0,83.0,66.0,57.0,71.0,84.0,75.0,69.0,63.0,77.0,68.0,76.0,76.0,87.0,79.0,86.0,50.0,79.0,69.0,83.0,80.0,15.0,7.0,11.0,14.0,12.0,€65.1M
135,188377,K. Walker,28,https://cdn.sofifa.org/players/4/19/188377.png,England,https://cdn.sofifa.org/flags/14.png,84,84,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,€24.5M,€165K,2175,Right,3.0,2.0,2.0,High/ High,Normal,Yes,RB,2.0,"Jul 14, 2017",,2022,6'0,154lbs,75,75,75,78,77,77,77,78,76,76,76,80,78,78,78,80,85,81,81,81,85,85,82,82,82,85,81.0,51.0,74.0,78.0,57.0,79.0,76.0,71.0,67.0,78.0,86.0,93.0,67.0,83.0,72.0,86.0,83.0,89.0,75.0,69.0,78.0,81.0,67.0,69.0,63.0,75.0,78.0,84.0,83.0,12.0,6.0,16.0,15.0,8.0,€45.3M
136,186942,I. Gündoğan,27,https://cdn.sofifa.org/players/4/19/186942.png,Germany,https://cdn.sofifa.org/flags/21.png,84,84,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,€32M,€175K,2138,Right,3.0,4.0,4.0,High/ Medium,Normal,Yes,CM,21.0,"Jul 1, 2016",,2020,5'11,176lbs,78,78,78,82,83,83,83,82,85,85,85,83,85,85,85,83,78,80,80,80,78,75,73,73,73,75,74.0,73.0,50.0,88.0,75.0,85.0,81.0,74.0,83.0,86.0,67.0,68.0,78.0,85.0,78.0,77.0,61.0,69.0,72.0,73.0,70.0,77.0,79.0,86.0,76.0,87.0,73.0,68.0,64.0,11.0,14.0,5.0,5.0,13.0,€59.2M
