Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Syrian Arab Republic,SYR,..,35.53107843,44.79168521,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Tajikistan,TJK,..,20.77922078,21.93780058,28.16932295,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Tanzania,TZA,..,21.39794408,27.75648998,35.30276984,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Thailand,THA,..,57.9482924,76.2350078,77.08053265,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Timor-Leste,TLS,..,..,50.85755737,62.54808017,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Togo,TGO,..,11.99518367,26.47874038,28.00110238,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Tonga,TON,..,55.5008617,57.36253843,47.348171,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Trinidad and Tobago,TTO,..,42.69573536,56.45376685,53.76389867,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Tunisia,TUN,..,52.66922811,55.75389171,56.30421032,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Turkey,TUR,..,..,..,78.13383692,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Turkmenistan,TKM,..,46.65184774,24.05106693,23.94773346,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Tuvalu,TUV,..,99.48037227,96.50692398,96.25235538,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Uganda,UGA,..,24.434242,13.45701254,13.43168492,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Ukraine,UKR,..,47.32042033,58.01570678,46.40522509,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,United Arab Emirates,ARE,..,68.83046058,70.85415974,71.25105548,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,United Kingdom,GBR,..,81.78992465,84.79522636,80.35156024,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,United States,USA,..,44.1670858,48.52657394,50.35616434,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Uruguay,URY,..,45.78467968,61.44721994,69.8174108,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Uzbekistan,UZB,..,47.60133979,50.12378234,53.44829481,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Vanuatu,VUT,..,62.84092321,44.65839882,83.0575322,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,"Venezuela, RB",VEN,..,41.57719194,39.63089794,47.67729086,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Vietnam,VNM,..,45.28936008,44.27303647,41.80939496,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,West Bank and Gaza,PSE,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,"Yemen, Rep.",YEM,..,50.83430739,22.47283054,10.18244304,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Zambia,ZMB,..,27.61517666,13.00060585,36.56030444,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Zimbabwe,ZWE,..,..,18.68306392,20.8179601,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Afghanistan,AFG,..,..,0.46915731,0.53261627,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Albania,ALB,..,2.39234698,2.51206194,2.88740447,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Algeria,DZA,..,2.51081935,3.55551948,4.98048762,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,American Samoa,ASM,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Andorra,AND,..,3.88585229,6.32840195,6.65787117,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Angola,AGO,..,1.36771027,1.70405161,1.39999959,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Antigua and Barbuda,ATG,..,2.74055454,3.83622637,3.22386755,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Argentina,ARG,..,1.19295077,3.71083061,4.88101348,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Armenia,ARM,..,1.02914824,1.6881381,1.6139023,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Aruba,ABW,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Australia,AUS,..,5.19906365,5.81197908,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Austria,AUT,..,..,7.69949445,7.80018565,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Azerbaijan,AZE,..,0.86687438,1.14954127,1.35059234,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,"Bahamas, The",BHS,..,2.4021927,3.4641536,3.5804968,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Bahrain,BHR,..,2.35188265,2.41978423,3.41299726,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Bangladesh,BGD,..,0.68952801,0.51701126,0.38789335,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Barbados,BRB,..,2.69367417,3.71645149,3.41000365,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Belarus,BLR,..,4.30259038,3.98949391,3.8113641,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Belgium,BEL,..,0,8.10008244,8.63363827,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Belize,BLZ,..,2.09094315,3.8451773,4.12392687,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Benin,BEN,..,1.0932625,0.9910418,0.80382423,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Bermuda,BMU,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Bhutan,BTN,..,3.34779103,2.3081582,2.51323082,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Bolivia,BOL,..,2.43494575,3.11695911,4.36055372,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Bosnia and Herzegovina,BIH,..,4.08672631,6.16322993,6.44433795,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Botswana,BWA,..,4.2169219,3.27019081,3.29001368,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Brazil,BRA,..,3.47012283,3.57718665,3.80998678,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Brunei Darussalam,BRN,..,2.1406182,2.09004591,2.46509495,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Bulgaria,BGR,..,3.50045474,3.93804174,4.19072205,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Burkina Faso,BFA,..,1.08116636,1.4692056,1.53823007,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Burundi,BDI,..,1.46507245,1.98529216,3.19976677,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Cabo Verde,CPV,..,3.45517848,2.83102302,3.287065,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Cambodia,KHM,..,1.29260538,1.36283251,1.24788009,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Cameroon,CMR,..,0.73214072,0.89890867,0.73935509,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Canada,CAN,..,6.02980406,7.70167544,7.67538205,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Central African Republic,CAF,..,1.37641866,0.82731078,0.60981547,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Chad,TCD,..,2.56080195,0.84965124,1.07371866,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Channel Islands,CHI,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Chile,CHL,..,3.75167887,3.99903826,4.90570236,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,China,CHN,..,0.99320728,2.35802923,3.17759926,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Colombia,COL,..,4.28735332,4.3886072,4.1343912,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Comoros,COM,..,1.57520894,0.76859114,1.07824775,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,"Congo, Dem. Rep.",COD,..,0.03773954,0.41660547,0.70428303,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,"Congo, Rep.",COG,..,0.57930236,0.90618447,1.48413714,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Costa Rica,CRI,..,4.33217601,5.93198775,6.18817401,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Cote d'Ivoire,CIV,..,0.80981602,0.81104511,1.18641906,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Croatia,HRV,..,6.60227507,6.94075605,5.68421286,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Cuba,CUB,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Curacao,CUW,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Cyprus,CYP,..,2.21257509,3.02709915,2.88330914,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Czech Republic,CZE,..,..,5.78623348,6.0198496,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Denmark,DNK,..,6.73533738,8.77385382,8.68875966,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Djibouti,DJI,..,1.98041032,2.60745008,2.39751469,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Dominica,DMA,..,3.25326981,3.360084,3.68779091,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Dominican Republic,DOM,..,0.90981012,2.52191639,2.51095615,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Ecuador,ECU,..,0.96104501,3.1923237,4.2430276,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,"Egypt, Arab Rep.",EGY,..,1.82122905,1.43804343,1.25484621,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,El Salvador,SLV,..,3.39803728,3.84292871,4.43938538,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Equatorial Guinea,GNQ,..,0.51714261,0.31740546,0.6345022,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Eritrea,ERI,..,1.58846889,0.75596415,0.7620783,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Estonia,EST,..,..,4.71557096,4.90799291,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Eswatini,SWZ,..,2.58548079,5.60142129,4.55684069,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Ethiopia,ETH,..,1.8028561,0.96058106,1.08736578,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Fiji,FJI,..,2.85005941,2.28463759,2.23765064,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Finland,FIN,..,5.05386428,6.82975094,7.31214352,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,France,FRA,..,0,8.39469372,8.7341194,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,French Polynesia,PYF,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Gabon,GAB,..,1.13285323,1.57325756,1.57814614,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,"Gambia, The",GMB,..,0.85060981,1.84284039,3.14080787,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Georgia,GEO,..,1.10872083,2.02960035,3.07658395,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Germany,DEU,..,7.80914537,9.20854554,9.41974796,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Ghana,GHA,..,1.09683258,2.60266372,2.06481534,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Gibraltar,GIB,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Greece,GRC,..,..,6.60123505,4.9542617,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Greenland,GRL,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Grenada,GRD,..,1.7804746,2.77869049,1.93601807,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Guam,GUM,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Guatemala,GTM,..,1.6842187,2.02135494,1.8311276,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Guinea,GIN,..,0.50028748,0.56502205,0.77794543,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Guinea-Bissau,GNB,..,3.14523481,1.02129759,2.15025455,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Guyana,GUY,..,3.43270725,1.74103184,2.3052744,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Haiti,HTI,..,1.02886393,0.57739683,0.73336027,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Honduras,HND,..,3.0228533,3.44880305,2.94575765,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Hungary,HUN,..,..,5.07212548,4.82859037,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Iceland,ISL,..,..,7.08436462,7.01431715,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,India,IND,..,0.86423734,0.85750244,0.99505799,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Indonesia,IDN,..,0.63940841,1.05284862,1.27859913,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,"Iran, Islamic Rep.",IRN,..,1.97555632,2.5171655,4.05448959,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Iraq,IRQ,..,..,2.43998053,0.78946388,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Ireland,IRL,..,..,..,5.43209177,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Isle of Man,IMN,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Israel,ISR,..,..,4.43554872,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Italy,ITA,..,5.50624188,7.02443013,6.73558686,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Jamaica,JAM,..,3.2040004,2.97472507,3.47168071,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Japan,JPN,..,5.75151716,7.50189184,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Jordan,JOR,..,4.33427243,5.37694152,3.59269298,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Kazakhstan,KAZ,..,2.12766212,2.77506698,2.33517725,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Kenya,KEN,..,1.94321136,1.77154525,1.72805354,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Kiribati,KIR,..,8.35801724,8.56886228,7.28638498,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,"Korea, Rep.",KOR,..,2.15482237,3.76772351,4.16800061,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Kosovo,XKX,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Kuwait,KWT,..,1.91006283,2.33379989,3.39214212,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Kyrgyz Republic,KGZ,..,2.1344015,3.41517625,3.68666336,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Lao PDR,LAO,..,1.45725863,0.74159164,0.98783118,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Latvia,LVA,..,4.01622376,5.19222377,3.31192984,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Lebanon,LBN,..,3.1863458,3.03501023,3.75540615,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Lesotho,LSO,..,2.90488833,2.91741001,4.75168364,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Liberia,LBR,..,1.2293491,1.2148126,1.1253967,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Libya,LBY,..,1.66848429,2.35645866,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Lithuania,LTU,..,4.00201937,4.88799027,4.29035239,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Luxembourg,LUX,..,4.84735305,5.99161726,4.99995415,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,"Macedonia, FYR",MKD,..,0.12628395,4.40326728,3.90189179,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Madagascar,MDG,..,2.26520364,2.18286803,2.36509194,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Malawi,MWI,..,2.28391308,1.59380907,2.67331444,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Malaysia,MYS,..,1.21079113,1.7281912,2.08226197,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Maldives,MDV,..,3.29205226,5.00737834,9.38119478,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Mali,MLI,..,1.04499216,0.64830663,0.95912845,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Malta,MLT,..,4.74239481,5.29705281,5.83326704,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Marshall Islands,MHL,..,15.2617036,8.19629697,11.82723687,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Mauritania,MRT,..,0.63965512,0.9492028,1.81059699,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Mauritius,MUS,..,1.61851979,2.02878472,2.53630845,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Mexico,MEX,..,..,2.92853176,3.0594275,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,"Micronesia, Fed. Sts.",FSM,..,1.74068803,2.28946128,3.40081587,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Moldova,MDA,..,2.95888387,5.57553533,4.63436107,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Monaco,MCO,..,1.38798027,1.89827105,1.64171,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Mongolia,MNG,..,4.00874974,2.37625383,2.02073906,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Montenegro,MNE,..,4.90423322,3.83459328,4.00879785,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Morocco,MAR,..,0.98038676,2.34004147,2.39328929,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Mozambique,MOZ,..,3.06948867,0.40562866,0.43306084,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Myanmar,MMR,..,0.23894908,0.17805602,1.13841838,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Namibia,NAM,..,7.12077564,5.1123832,5.62409374,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Nauru,NRU,..,10.86576203,6.0173335,2.62634649,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Nepal,NPL,..,0.554274,0.90184729,1.11447839,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Netherlands,NLD,..,..,8.58761512,8.62818999,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,New Caledonia,NCL,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,New Zealand,NZL,..,5.82786762,7.78318906,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Nicaragua,NIC,..,2.52879553,2.9763416,4.41315462,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Niger,NER,..,1.47086869,1.63467217,1.50636863,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Nigeria,NGA,..,0.53072058,0.44847034,0.58907841,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Norway,NOR,..,..,7.54530057,8.51890001,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Oman,OMN,..,2.51203413,2.26972517,3.37826451,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Pakistan,PAK,..,1.0922662,0.57170931,0.73838875,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Palau,PLW,..,4.61960403,4.08242228,4.68990035,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Panama,PAN,..,5.02553246,4.19871686,4.31627504,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Papua New Guinea,PNG,..,2.51316122,1.90719718,2.67678166,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Paraguay,PRY,..,2.44913988,2.88598948,4.18631048,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Peru,PER,..,2.30024258,2.46141263,3.24833788,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Philippines,PHL,..,1.40068375,1.37587578,1.38574679,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Poland,POL,..,..,..,4.43577041,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Portugal,PRT,..,5.9015376,6.85091186,5.94126993,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Qatar,QAT,..,1.19545728,1.2701863,2.61277091,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Romania,ROU,..,3.37464915,4.56056601,3.85232682,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Russian Federation,RUS,..,3.19247593,3.23998116,3.39780201,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Rwanda,RWA,..,1.15796302,1.68642934,1.68756104,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Samoa,WSM,..,3.97817078,3.97402825,4.41387094,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,San Marino,SMR,..,3.74284193,4.70559541,5.50844479,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Sao Tome and Principe,STP,..,3.6124183,2.32181101,3.66018633,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Saudi Arabia,SAU,..,3.0518342,2.2652,4.15986409,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Senegal,SEN,..,1.70276792,1.28832656,1.26053609,..,..,..
